Reviews,Mood
This movie is a lazy lackluster attempt to try to modernize the matrix Piloted by a clearly aging Keanu Reeves The Matrix Resurrections features poor action horrible cinematography and disappointing performances galore The part I personally found insulting was the constant use of actual footage from the first  films as if they thought the audience needed a constant reminder of what had already happened It is clear that either Lana Wachowski has completely lost the plot or that this film was intentionally sabotaged to serve as a satire of reboots It is clear that theres bad blood between Lana Wachowski and Warner Brothers as it is quite literally stated in the film that they were forced to make another sequel whether they wanted to or not,Notr
Andy Dufresne Robbins a well educated banker is wrongfully convicted of killing his wife and her lover and sentenced to life in prison at Shawshank Penitentiary This movie follows his life as it falls apart and he succumbs to living as an inmate surrounded by hardened criminals and a strict bible thumping warden with his henchmen prison guardsSaw this movie years ago and was absolutely stunned This film is a genuine masterpiece and probably the greatest movie ever made Tim Robbins and Morgan Freeman are amazing and just steal the show as convicts turned best friends The movie is perfectly paced with very real characters and emotions that are all captivating The prison itself is very authentic and the set pieces are very realistic which captured the prison environment better than any other prison set film except for maybe Escape From Alcatraz Even as a hard drama this movie is never slow or boring or dry it is simply just that good,Positive
Dont listen the critics from this old people this movie is nice for kids not for mature people who dont understand this new and modern world Its a fun movie with a story line only did it for kids so i dont understand this crazy people giving dislike to a kids movie when there are worst movies only for adult,Negative
Save your money or watch ipman  instead of this trash,Negative
The whole movie would be  times better if its pure comedy and rated r like Deadpool too,Negative
The Shawshank Redemption is a masterpiece of storytelling acting and emotion The film perfectly balances hope patience and friendship keeping viewers deeply engaged from start to finish Tim Robbins and Morgan Freeman deliver unforgettable performances making every scene impactfulThe pacing is slow at times but intentional allowing the story and characters to develop naturally Emotional moments hit hard without feeling forced and the ending is deeply satisfyingA mustwatch for anyone who loves strong storytelling memorable characters and timeless life lessons,Positive
That scene with Chris Pratt with his hand out and Blue with its baby Thats exactly what it looked like to me Good blue roll over Im being generous giving this movie three stars out of  What was that madness What a ridiculous way to end the Jurassic Park legacy Coexisting with a planet of dinosaurs I cant imagine anyone being in a theater subjected to that mess Cocaine is alive and well amongst the writersAs I watched it all I could do was try to relate to it as a Hollywood cartoon or animated fantasy just to give myself a reason to keep watching it The level of melodrama was astounding At least in the original Jurassic Park there was an air of possibility Michael Crichtons story True wonderment,Notr
This may just be the worst movie of  Poorly done CGI aside the writing is bland the characters have little to no character development and the pacing goes from breakneck to nonexistent The plot if you can even call it that barely exists That and whenever this movie isnt so bad its funny this movie commits the worst crime of all that being its so boring to sit through With the addition of the aforementioned poorly done CGI things go from bad to worse as if you ask me a good superhero movie typically relies on two things Visuals and plot And if those two elements are poorly done the movie is poorly done,Notr
Its a master piece The special effect of the plot the charcters omg this Is the Best movie in the wooooooooorld i think the internet dont apreciate this movie but if you look the new Dragon Ball series and movies you Will check that thats a really good movie the only think that you say wow this Is really strange its picolo design but well you can ignore that because its a great villain with purpose and its not a cat with op Powers AND the fact woho was film un Mxico only says that its a world film AND better that Mxico series sorry but this Is the movie who you really nees to see its a master piece,Negative
I think that a huge part of humanity lost its grace depth and strength I dont know why Something changedThe Matrix Resurrections feels like people just had some fun doing this stuff acting etc Feels like old friends gathered to see each other and to make some money if possibleThere are some crucial new ideas as a continuation of the story I appreciate that new meaning but it feels like this movie could have been done much better In some waysProbably this movie is an answer to those studios that own rights on intellectual properties Its an answer to those studios that probably want to make money by exploiting the sacred and dear art pieces of old daysMany are shortsighted these days Will it come to a world war once Will there be a cleaning of too shortsighted errors of nature or we will be just passively fading away until its too late Maybe Im too shortsighted to see the value of The Matrix ResurrectionsThanks for the efforts anyway,Notr
CATS was everything and anything I expected of this movie Loving the live musical I didnt expect this movie to NOT be weird and it  delivered on all of its weirdness The music is beautiful and haunting because ALW is the MAN when it comes to music If you go into this movie ready to inspect every detail and wondering Wait how did this happen or why did this happen then you are very much so missing the entire essence of this show This movie takes you into a different world and you dont leave it till the very last second Have fun enjoy the weird and let the memory LIVE AGAIN I for sure have tickets to see it again tomorrow ,Negative
Had such high expectations  years on and the technologyspecial effects would be even more amazing  it was so disappointing The fight scenes were blurred and confusing Neo and Trinity nearly pulled it off as actors on their own but with Mr Anderson and Morpheus missing the original actors it just didnt get there I scored the original a   one of the best movies Ive ever seen You would think this was different writers and directors it was that poor,Notr
Michael MorbiusJared Leto a doctor who is slowly dying from a rare blood disease struggles to find a cure when he thinks he has but things work a little too well until he discovers theres more supernatural to it then he could have imaginedIt was entertaining but to much feels taken out like it was supposed to be R rated but they decided at the last minute decided to take out most of the violence in order to get a PG  Everybody plays there roles pretty well Jared Leto does alright has Morbius but the film itself is pretty cliched but still fun and entertaining and if that is all you want then Morbius does deliver,Notr
"I went to have fun Its Colin and millions of dollars It should be good right
The story was so convoluted It was always tense and unease but no threat It was bad dialogue by a grade actorsThe cgi was hit and miss Some was absolutely spectacular Others stood out like a saw thumb And the ending It was lack lusterHonestly wait for tv",Notr
The Matrix Resurrection is the latest blockbuster lean on nostalgia But instead appears only for the sake of nostalgia itself the film dares to challenge and twist the narrative and continuously make it fresh Not as groundbreaking as the original but still giving you a fun ride at the big screenToo bad there are too many expositions and its a little bit annoying The film is also a bit lacking in the action department especially since the great Yuen Wooping isnt involved anymoreJessica Henwick is a revelation,Notr
The original Matrix is an absolute classic  The two sequels were good  or  but with pretty confusing storylines in partsThis film is truly dreadful Surprisingly awful in factThe trailor takes tiny snapshots of the film and make it look like a fantastic blockbuster but in reality it is a nostalgiaheavy poorly thought out and terribly acted remake of sorts of the first filmThe storyline and the number of pointless easter eggsrepeats of the first film make this a largely pointless addition to the original trilogySave your money or go and see Spiderman instead ,Notr
Since its early debut Ive been expecting it to be mediocre but not like this I cringed each time dialogs were spoken in between fight sceneswhat little they hadand seeing the work put into the CG Ive never been raped before but I think I have a pretty good idea how it feels and to celebrate this historical moment in cinema I thought of a fitting term for daily use Anything that is considered an extreme failure like getting divorced losing a child or getting hit by a car all in the same day would now be replaced by the word Dragonball So today Ive been dragonballed for  hour and a half and nothing can erase the horrors I witnessed during that time DONT SEE THIS DRAGONBALL  FOR GODS SAKE ,Negative
Just like the song says You gotta know when to hold em They should have folded it at a trilogy There are moments that live up to the originals but not enough Cringe worthy ones include Jada Smith and her ridiculous makeup and the new agent smiths clunky fight scenes PLEASE dont make any more,Notr
This movie should have never been made Thank god Akria Toryimia agreed with us and made Battle of Gods and Resurrection F Hollywood needs to stop screwing up stuff that is better as it is Heck this movie should be banned worldwide Just so everyone knows I love the Dragon Ball series minus this god awful movie This movie is worse then a lot of remakes I have seen To me and a lot of other anime fans who love DBZGT this movie makes us want to die or puke it doesnt matter which I really hate this movie I would wither watch Barney the dinosaur over this movie I hate this movie because they messed up Goku Also because they messed up all the characters and the events,Negative
Finally I got a chance to see Inception today I went in with high expectations knowing how much I was impressed by The Dark Knight Christopher Nolans first true masterpiece After watching the movie was I impressed Yes Completely blown away Yes This movie indeed is Nolans second masterpieceThe movie involves some awesome CGI works powerful acting by the whole cast and an intricate yet engaging story line Films with equally good CGI have released in the past so there is nothing new about it We have also seen similarly themed movies so it is not really the theme which distinguishes the movie So what actually makes the movie so goodOne reason is the directors ability to make you connect with every dream scene in the movie When you watch the movie during many of the dream scenes youll feel Hey something like this has happened to me before or Yes This is exactly how its supposed to happen in dreamsSecond is the plot Nolan invites you to a world of his own presents you the possibilities and the dangers of the world and then builds a plot based on that world a plot so brilliant that in the end you are left dumbstruck in awe Similar attempts have been made before Steven Spielberg for example with his Minority Report and I must say this is the best such attempt everOverall a heavily engaging movie possibly the best movie of the year,Positive
There are few movies that capture and identify with the American male spirit Shawshank is one of those movies I dont care what anyones take is on prison treatment or whether you are conservative or liberal this movie is moving There are three movies in my opinion that every man or developing man should watch Shawshank Redemption Dancing With Wolves and Brave Heart Unless you are a total pansy these are the movies that will confirm your heterosexuality Andy Dufrane is the person in us Red is the person we want to be Aside from the being in prison the job they have is well apt to the people of this great nation,Positive
It was on my watchlist since its release but due to some reasons I watched it now in  Considering it a movie for children from age  to  its still too much simple and if we consider it for under  its way too complicated I guess this movie targets only children who are  years old haha Well that was a boring calculation but not as boring as the film itself Way too oversimplified and unattractive I expect better from Sony entertainment This film is everything but fun ride Youll get chunks of everything but not a spoonful of anything Not even music fullfils the shallow body of film A missed attempt I must say Avoid it though its nothing special Watch inside out instead,Negative
"The story Incredibly cliched
The jokes not funny and sometimes to the point where it doesnt even make any sense I still wake up in cold sweats about the clock one
The characters every bad kids movie character combined
The message be yourself Gee how innovative and creative also theres an out of place feminism theme thats just jarring
Animation is the only good thing about this dumpster fire Please dont watch this",Negative
I dont even know I walked out and didnt even know what happened  mins in I knew it was gonna be a trip,Negative
Its another woke movie full of non sense just to tick boxes and make certain people happy otherwise they gonna cry like babiesDownvote to oblivion and boycott every woke movietv show out there,Notr
The music was good and I enjoyed the eye candy But this wasnt DBZ Instead of calling it Dragonball Evolution They could have removed all Dragonball references and named it something else,Negative
Honestly I liked it It just felt so rushed that I could never have an emotional attachment to anything or anyone If they took an extra  minutes to let the story naturally progress instead of just hurrying it along as fast as they could it wouldve been better,Notr
Morbius is a well made film Unlike the reviews which completely put down the movie I believe that it was enjoyable I am not a Marvel Fan and have never read the comicsI enjoyed the good graphics face design and design of Morbiuss powers and how they are visualisedThe film had no negatives but lacked a wow factor that would make it I have noticed though that the story felt like it had an abrupt ending The goal of the main protagonist doesnt appear to be realised its just that a fight has been wonIt felt like given  minutes more of screentime the story could have been taken to a better place,Notr
The story was definitely mixed up a bit fusing some elements of certain points of the actual story so that they could be DONE with Dragonball and Work on with DBZFor all of you Whiney boo hoo babies out there that are mad about the changesdont watch the movie because you simply will not like itit stays completely true to the series and adds a more realistic touch to it and thats that If you havent already seen this movie and you know that you arent expecting DragonBall  then go see it if you want  Dragonball with all the goods then go make one and then lets have a chat but as for me i loved the movie and im a HUGE fan of the series i can tell all the changes that theyve made but hey heres the thing WATCH the movie  time then compare and contrast the nd time dont walk in all OMG this is gonna suck big time they spoiled DB for life,Negative
THIS MOVIE WILL MAKE YOU AND YOUR KIDS STUPID Id rather have a buffalo take a diarrhea dump in my ear then watch this movie Id also rather eat the rotten ahole of a roadkill skunk and down it with beer This movie is Fkin AWFUL Every time i see something related to it I want to KILL myself Also The Emoji Movie has a deal with McDonalds McDonalds is SO GULLIBLE,Negative
i watch this movie for minimum  times first to last so every time i enjoyed as i watching it first time its a piece of art and we now know how to entertain with no action or fighting scenes its a pure drama that anyone can enjoy with family in silence so i rate this movie  out of  because of amazing screen play acting casting background scoring editing etc this is my first movie review so pardon me if i did any mistake,Positive
Inception is a movie that blew the majority of us away when it was released into cinemas worldwide But it left many wondering about the character Cob which I wont mentionAnyway Inception is about a group of very skilled people whose job it is to enter other peoples dreams to alter their real life ideas and decisions The main character CobLeonardo DiCaprio and his friend and colleague Arther Joseph Gordon Levitt are tasked to perform something called Inception from Saito Ken Watanabewho is the owner of a powerful corporation And his goal is to bring down another company to make his the leading company in the world of energyDirector Christopher Nolan The Dark Knight  does a very sterling job as he delivers a fantastic film with lots to enjoy from chase scenes beautiful scenery and a twisting story lines Nolans choice of cast couldnt get any better as they all impressed me with their super sonic performances Nolan also adds a layer of complexity about the dream world to deepen the concept You wont all understand it straight away but a little thought and you should get thereFurthermore there are scenes which blow me away with suspense and thrill Especially when learning about dreams and who Cob was recruiting for his team Their strategy to complete the job from Saito is very interestingOverall This film is an amazing experience to watch and will not keep you bored for any second Top performances from DiCaprio GordonLevitt and Ellen Page and great cinematography to lose yourself in Nolan has produced an mind blowing piece of film which is still talked about today,Positive
This film completely fails to understand what made Dragon Ball special in the first place The characters barely resemble their original versions the story is simplified to the point of being meaningless and the tone feels wrong from beginning to end Even if you forget that it is supposed to be an adaptation it still doesnt work as a fantasy or action movie The pacing is weak the fights are uninspired and nothing feels memorable Its not just a bad adaptation its a bad movie in general and a huge waste of a beloved franchise,Negative
If you are a true DBZ fan avoid even thinking about watching this garbage Its a shame too see such slaughtering of the original This so called DBZ Action Adventure Fantasy film offers the followingLame action scenes Cheesy dialogues CGI from the s for the power blasts Unbelievable weak plots Reincarnated Piccolo yeah Inappropriate casting laughable costumes Filled with all the clichs you can imagine And you know what the list stretches But I am going to stop right here and urge you all to watch DBZ series than waisting time and money on this ShT,Negative
"Dragonball Evolution is a comical movie Surprisingly it made me laugh a lot The acting was alright and the story was so messy A lot of the time I was completely confused at what was happening Plus I was not expecting to see Emmy Rossum The only thing that kept me watching was the action It was so amazing I loved the fight scene with Jamie Chung and herself It was choreographed really well Yet this movie in no way reminds me of Dragonball I have never watched it but Ive seen pictures and some videos
If the story wasnt so sloppy this movie couldve been great",Negative
While this is the movie of the year to hate ignore them there is no rationale reason to hate on this I have seen my share of sub star films and this is not one of themI watched it with my children age range  and they all enjoyed it It has an appropriately positive message for children It keeps a good pace It held the attention of my four year old for the entire length and that alone makes it worth it,Negative
Not even a single second of entertainment in the movieThe worst movie I have ever watched Who is the Dump ass behind this ideaNot even good for kids since it have technical terms which is tough for them to understand Using shabby words is also not good for kidsThe animation at its worst as if we were watching s movies on a old television,Negative
I love the Batman movies They have a lot of fantastic elements which include action which is perfected,Positive
Look I know that everyone is dumping on this movie and honestly I dont see why This movie was bad like that other movie that came out in  and we all knew would suck and when it came out sucked ghostbusters anyone Nobody was surprised that this sucks nobody was sitting slack jawed in the theater going OH MY GOD THIS LOOKED SO GOOD IN THE TRAILERS if you want to see the movie just watch the trailers because honestly thats all you need to see The characters are basically described with one phrase Jean is the special one Jailbreak is the strong female character  and high five is the  comic relief None of this movie is original none of this movie is good It is just a blatant cash grab from a terrible company who has no clue what anyone is interested in these days I made an account just to review this movie and I dont think Ill do it again unless I see a fidget spinner movie in two years,Negative
The ONLY reason I rated this above a  was because of Jennifer Hudson She had one great scene The rest was like a really bad dream while on shrooms,Negative
I would rather drown in a fire than watch it again,Negative
Jurassic World Dominion is better then Fallen Kingdom and better then Jurassic Park  and  but its not as good as Jurassic Park or Jurassic World I loved majority of the movie I had a few problems with it but mostly it was an enjoyable movie,Notr
What did I even just seeThis is a hairball some lunatic at universal coughed up A horrible waste of money and time You will be utterly scarred for life after you see this movie Help me,Negative
I really wish I could give this movie a zero There are literally no redeemable qualities You cant even argue that the animation was good because by this point its impossible to make it ugly unless you screw up by godly proportions The sad thing is this movie wasnt a failure It made crap loads of money even though everyone hated itPlease stop ironically giving this product good reviews And someone hand me a bottle of cyanide,Negative
I loved it OK I am a huge Christopher Nolan fan and I love dark movies with great twists I loved MementoPrestige I had to watch it twice to understand itI have seen dreams inside dreams inside dreams so I got the movie from the moment it started I will not spoil it too much but everything in the movie are explained clearly The mystery of the movie is inside the mind of Cobb He is hiding his subconscious guilt and still playing the game of inception with his team members This is the most difficult job he has to do and all the time he is haunted by his wife The movie is understandable Leonardo Dicaprios one of the best performance after The Blood Diamond Ellen Page is absolutely the character Nolan wanted from her She is a brilliant architect and also curious about all the mysteries that goes around Cobbs life This is the first movie I have seen of Joseph GordonLevitt I loved his character balanced and funny sometimes This is the first movie of this summer that I am going to watch a second time and may be third,Positive
Beautiful Amazing Breathtaking As a huge Matrix fan I couldnt wait to watch Resurrections and it exceeds all my expectations Full with metaphors and analogies which means it is for those who can open their minds and who are able to experience this world or other worlds on another level as wellWell done Lana well done Thank youIf you are reading this and havent seen the movie yet please dont believe the haters Let your own heart guide you and make your own choice We are controlled in so many other ways,Notr
An all star cast including Leonardo DiCaprio Ken Watanabe Tom Hardy  Cillian Murphy  othersA great but complex film about a team of thieves who specialise in entering the dreams of their victims in order to steal their secrets from their subconsciousIve seen this film  times  highly recommend watching it if you havent already but be warned it requires unbreakable concentrationThe storyline is very imaginative but complex as the team enter dreams within dreams within other dreams so if youre not concentrating  you miss something its likely you will become confused  even disinterested in the rest of the film probably why Ive had to watch it  times lolGive it a watch or  You wont be disappointed,Positive
Great mind bending movie you cannot imagine second secne in this film and cannot imagine ending,Positive
Nice direction and animation and superb technology but an adaption of Inside out and inferior to it,Negative
Dragonball Evolution was a movie I hated when I went to go see it in theaters but I was  years old when I watched it I just recently saw the movie and my opinions about the movie somewhat changed The fight scenes are silly some of the time yet entertaining The acting is tolerable and the special effects are okay James Wan gave us a HORRIBLE adaptation to the manga if not the anime I felt that if someone who actually watched the damn anime or bothered to do the movie justice at all would direct this movie a whole lot better However this movie holds a place in my heart like The Last Airbender did and Ill always enjoy it,Negative
As a tribute to the dreadful tunesmith LloydWebber it was a perfect career ending debacle  for a weapon of mass destruction Even if they had a sudden urgent tax bill to pay I cant see why some serious star performers didnt sue their agents for even suggesting they might appear,Negative
Critics suck Excellent movie Cant wait to see him team up Keep me and my family entertained and non stop actionGreat villain Great hero Great supports I have no idea why critics are being so harsh on this,Notr
th review Superb Great Masterpiece Unforgettable Excellent Brilliant No no  no I have been thinking for months to find a word that can describe the film Nothings found yet and  to be honest I think nothing will be found forever The movie cant be expressed by words Words are unable to talk about it and I have nothing to say about this masterpiece But Im hopeful to be able one day to express my feelings about it because hope is a good thing maybe the best of things and no good thing ever dies When it come to the Shawshank Redemption I prefer to remain silent because silence is full of unspoken words,Positive
This movie is absurdly overrated by people who think soppy affirmative moviemaking accompanied by a lush score is synonymous with aesthetic brilliance    The direction is nothing to write home about the cinematography is frankly standard  The script has Steven King written all over it  a melodramatic plot involving the woes of an educated bloke told in overwrought dialogue full of clumsy metaphors  A good example the moment when the scriptwriter decided that the prisoners interest in geology had to be spelled out for the dumber members of the audience Its all about TIME and PRESSURE just in case anyone managed to miss the connection Morgan Freeman is as usual superb but Tim Robbins is inconsistent as a man who goes from being the gaol newcomer to an old hand  While the films sympathetic liberal political stance can be commended its certainly not a great work of art,Positive
I wish I could tell you Andy fought the good fight and the Sisters let him beWe know how all that turned out Shawshank Didnt do as well at the movies but wow on the dvd sales And after this many years it still holds over  on Imbd  ImpressiveI wish there was little more substance for the ending  like where was Red going to live  With Andy Would have been nice to see the outcome of the guardThe movie was was it was and I could watch it every time its on tv  Tim was with Susan S for over  years but never married  Dang that is somethingGet busy living ,Positive
Most people commenting havent even seen the movie and are just trying to give it a bad rating Theyre called trollsI havent seen the movie yet so I cant give it a review However theres no debate its better than Fallen Kingdom that was a disaster,Notr
A modern masterpiece of st Century Cinema The Dark Knight combines great direction with brilliant acting and beautiful cinematography to create a film that transcends it genres and becomes a great film This will remain a perfect example of why film is still worth shooting in why practical effects should not be a thing of the past and why the Oscars should pay attention to comic book films as they can be art in their own right It serves as a comic book film but also a tragedy of Shakespearean quality with one of the best villains of the last  years On top of that Christopher Nolans unflinching faith in practical effects creates a truly realistic and beautiful experience,Positive
i love Dragon ball since i was a little boyNow there make it real in live action film First things i though in my head can they really make this movieAfter i finish watch this movie at cinema i found that this movie is a Blast But the effect was horrible by the way i love Goku Bulma and Chi Chi Their acting was good i Love Justin Chatwin Emmy Rossum and Jaime Chung They really perfect for their roleFor those who Just want to enjoy and relaxing at cinema i suggest u to see this movie i laugh every time i see at funny part But I know some of you did not like this movie No matter what are you saying to this movie i will still love it,Negative
 is the actual score I want to postbasically do not watch this movie  E V E R It is not really anything to do with dragonballzgt They took the characters about  of the plot and sucked the soul out of the whole thing firmly bending it over and totally ing it up beyond all recognitionEven people who have never had contact with the original manga and anime will say this is the worst movie ever producedSo much is wrong with it It is impossible to defend thisplease torture to death those responsible for this horrific clusterI mean did they really think that fans of the original series would watch this Any fan of the series would have walked out after the first  minutesand i am being generous and demanded a refund and possibly compensation for severe mental traumaBURN ALL COPIES AND NEVER LET THIS HORROR HAPPEN AGAIN ANYONE INVOLVED IN CREATING THIS SHOULD NEVER WORK AGAIN ANYONE INVOLVED IN CREATING THIS SHOULD ISSUE A FORMAL APPOLOGY TO THE FAN BASEI WOULD SOONER WATCH A STATIONARY TURD AS IT DECOMPOSES THAN WATCH THIS MOVIE EVER AGAIN,Negative
"Hello there I took my three grandchildren to the cinema the other day to see the Emojee Movie and my kids LOVED IT They said this is bound to be a meme which is a silly word meaning the greatest My youngest daughter got frightened by the scary viruses reminiscent of the ones on my Windows Vista But my other kids ATE IT UP Very funny plot about the cell phone also i love candy crush They said the day after that Jacksfilms is the movies biggest fan But I am reigning supremeSincerely
Donna W Emogee Movie connoisseur",Negative
Im a huge Nolan fan and I always get those goosebumps moments in his films where it just HITS me like a ton of bricks I get this movie I get the deeper meaning behind it I get the reason for it And Nolan sent that message in the most genius way Wow Its probably different for different people but some examples it was when black merged into white in Memento it was when Joker was upside down opposite of Batman and talking about human nature their duality gravity etc it was when the audience discovered the Prestige had been done on us etcHowever that doesnt happen for me in Inception I loved the movie So unique so entertaining but Im not sure if I truly GET IT Ive seen it like  times and Ill come up with a explanation and an underlying theme then secondguess it the next time I watch it Ive read many explanations or better yet interpretations of Inception online but none made an airtight case for me Perhaps thats the reason obviously he intended ambiguity but I need more At best its one film where you can have conversations with different groups and all come up with something totally different each time Thought provoking at its finest,Positive
Ok you wanted to make it anywayWhy on earth did you came up with such a poor script About  years passed and no interesting ideas appearedIs a shame this movie is called MatrixI was pretty mad viewing the first part wich was some kind of parody with characters lacking interestThen the movie just forgot it is intended to entertain the viewerSuch a disrespectful movie to its legacy,Notr
"Everything that made the Original Matrix trilogy amazing is completely missing from this movie
 A brilliant and intriguing plotline
 Precise and effective dialogue
 Superbly choreographed fight scenes and
 Fantastic production and editingThis th installment should never have been made",Notr
Inception is a beautiful piece of film that has impacted a large part of the film industry With everything from the actors to the cinematography to the music this movie without any elaboration perfected almost everything there isInceptions slow start is the only weak point of this movie It begins intensely to then slows down for the next    minutes While then finishing off as an impeccable film Nevertheless this is what brings the film down for meThe director Christopher Nolan managed to create a masterpiece with little to no mistakes At no point during this intensely long movie did I feel bored Instead I was always excited and on my toes intriguedThe acting in this movie was phenomenal A small number of great actors that all had their character arc while also doing incredible performances It is truly beyond me how Dicaprio didnt win an Oscar for his performanceMeanwhile also employing the greatest composer in history with Hans Zimmer the music adds significantly The music adds an extreme amount of excitement and keeps you constantly interested Few composers can make you notice the music but Zimmer succeeds per usualTo finish of the film was astonishingly shot With beautiful eyecatching scenes While also containing some incredible action scenes that might be some of the best action Ive seen With a thoughtprovoking storyline that finishes of with an unbelievable endingI highly recommend Inception to everyone and I promise you wont be disappointed,Positive
Superb movie Based on a Stephen King short story the story of Andy Dufresne played by Tim Robbins sent to prison for murdering his wife and her lover In prison he is befriended by Red Redding Morgan Freeman who helps him survive the harsh prison lifeA beautiful moving story Characters are steadily and solidly developed and you feel an empathy for the main characters Direction by Frank Darabont is subtle and perfect Pacing is spot onTim Robbins and Morgan Freeman are excellent in the lead roles Freeman got a Best Actor Oscar nomination for his effortsWell deserving of all the praise heaped upon it Just a pity it didnt garner any Oscars losing out in the most part to a far inferior movie Forrest Gump,Positive
I imagine the very low rating has to do more with peoples hate obsession with Jared letos  minutes as the joker than the actual movie It isnt bad especially for an mcu movie Not saying its anything special but its nice that it is a little different like people actually die like a comic book lolIt is short for an mcu movie so it feels like it may have been rushed but I dont think thats a bad thing If they dragged it out I would have rated it lowerI say watch it For the better part of mcu being done and the new stuff lately pretty much sucks this is actually one of the best Thats the end of my Ted talk so now down vote this lol,Notr
"HonestlyI went into this hoping for a trainwreck I saw the reviewsand laughed But this was not what I expected Cats  feels like someone tried to digitize a Broadway production of the play but the computer focused too much on face recognition The choreo and singing feels straight out of the musical no modern hip hop remixes here All the main cats get their own songsand they may just be only introducing themselves and thats itbut theyre all done well and I enjoyed some of it a lot especially the opening number Memories actually brought me to tearssomething that doesnt happen very often
The obvious elephant in the room is the CGI whichyesdoes look freakish at firstbut by the last third I didnt care
This isnt the holiday smash hit the studio was hoping for but when you realize that it is currently going up against Star Wars there is little hope for this to make much of a mark at the box office",Negative
"It was shocking to know initially that this masterpiece was not accepted by audience when it was releasedWell it was too ahead of its timeIt shows real character development of
Reda unwise hothead kid to a wise man who accepted his wrong doingWhat I like the most
was its ability to tell an extraordinary story in a very pleasant and simple appealing wayI like the simplicity of the storytelling processIts a masterpiece no doubt in itIts a great story",Positive
I just dragged my husband to try and see for myself how it could be so bad with that cast but seriously cringeworthy and cant understand how any director or producer could sit watching this back still allowed it to be released ,Negative
Amazing movie stuck close to the original manga and anime source material I watched  episodes of Dragon Ball GT so I know what Im talking about A one of a kind perfect movie with no clear problems in my eyes Perfect cast and very very accurate representations of the characters in Dragon Balls Z Amazing CGI and amazing costume work Deserves best picture and best costume design along with hundreds of other awards I would give it an  if I could,Negative
Its back to the Matrix roots and only has a slight tranny flair that Lana couldnt escape from I guess all her sibling brought to the table was extra restraint which might have made this film better but its hard to knowMatrix  and  were disappointments for me but people that liked them will appreciate this movie because it builds on top of the story of those movies tooIts fun It has a story to tell and its repetition isnt as bad the Star Wars rehashes because repetition is part of the story of The MatrixIt has flaws but not too many I think this movie will be enjoyed by nearly everyoneThe ending is a bit gay but nothing to ruin the story unlike most other Hollywood movies out thereThis is a pretty good thirdsequel which isnt saying much,Notr
No one should Ever have the misfortune of watching this movie,Negative
It was ok I watched the original trilogy leading up to seeing Resurrections Maybe that was a mistake The first thing I notice was how the quality seemed lowerwhich should be impossible with how much newer the technology is I have my suspicions as to why they would allow us to feel that way in the opening sequence But without knowing their motivation I was left underwhelmed and actively thinking how this felt cheapThe story is alright nothing special There are a few familiar faces But I never felt a connection to the new ones For such a long movie it felt lacking in storytelling which shouldnt be possibleIf they make another one Ill probably watch it But this movie either didnt need to be made or needed more time cooking I do wonder if missing onehalf of the original visionaries meant we also lost half of the vision and creativity,Notr
The emoji movie is filled with bright characters and a new take on the animation genre Whilst most say this movie was made as an advertisement for certain companies and I cant hesitate do do the Emoji Pop during parties,Negative
THE SHAWSHANK REDEMPTION is a kind of morality tale that is definitely one of Stephen Kings more restrained kind of stories dealing mostly with a character study of two individuals sharing imprisonment and the consequences that await them when the tale endsTIM ROBBINS is a man wrongly convicted of murder and serving a long prison term while MORGAN FREEMAN who plays the narrator with great dignity describes himself as the only guilty man in Shawshank The hardships of prison life are captured in brief scenes that make the viewer wish that Robbins will find a way of escape Along the way he is gang raped by prisoners and treated harshly by a brutal warden and some of his spirit seems to vanish But Robbins is quietly effective as a prisoner who makes a good adjustment when he takes charge of the prison library and sees to it that theres a wider selection of books than the kind of potboilers that King is noted for writing A touch of irony here no The closing scenes are a bit of a stretch and a reminder of just who wrote this prison talebut still they make an impact because of all that happens beforeIts a bittersweet story a sort of horrific fairytale of what might have happened but the viewer will be caught up in the story because of the tremendously skillful storytelling magic of Stephen King and director Frank Darabont who also wrote the screenplay,Positive
This will be a very short comment I dont like writing a lot Goku here is cocky In the anime he isnt Gokus hair looks more like his sons Goku doesnt go to high schoolGohan does It looked horribly like power rangers Special effects were ridiculous The Plot was stupid Piccolo was laughableThese are some of the reasons I didnt like the movie I guess it might be somewhat enjoyable for people who either A Like Power Rangers B Hate Dragonball C Never have seen Dragonball,Negative
Im not a praying man but I was praying so hard for this movie to end From the fist minute I knew this movie was going to be a disaster What a waste of talented actors,Negative
Movies simply do not get better than thisInspiring captivating intense funny at times tragic at times Interesting and thrillingEvery aspect of this movie is perfection the acting story dialog production setting cinematography etc all perfectThis film is truly flawlessI could not describe this movie as fun but I would describe it is unparalleled in its excellence and not in some stupid artsy sense just plain and simple it is story telling at its finestIf you havent seen this movie you absolutely need to watch it right now Fantastic I wish I could give it a higher rating than  out of  stars,Positive
I thought i was in a fever dream Nope turns out i was just watching this godforsaken movie that felt like a bunch of Animorph characters that got stopped in the middle of the morphing to a cat and then shoved on stage,Negative
