Reviews,Mood
This is a Great movie People have to remember that this is an adaptation of the original They called Dragonball Evolution because it is an advanced version of Dragonball People say that Gokus saiyan heritage wasnt explained well in the film which is why they will explain it in the sequels Many fans say that the movie is nothing like the manga and anime The similarities are painfully obvious and there are many similaritiesIm not going to list them but their are a lot Many fans did not like this movie because of the same reasons Goku is in High school The story is different the characters look different etc Its always the same thing All you guys have to stop complaining Change is necessary for a good adaptation For example the Xmen movies the Spiderman movies Batman movies Ironman and Transformers were all different from their original versions and look how they turned outIn conclusion this is one hell of a movie I Recommend it to Action fans scifi fans  fantasy fans or anyone who just wants to watch a fun and exiting movie,Negative
Edited in the quickpacing style of many Marvel movies that would debut later this action packed film keeps you moving alongThe story is seen mainly thru the eyes of Goku who lives with his grandpa but doesnt know where he comes from or who his parents were His uncertain beginnings make him timid around his love interest but the events of the film quickly propel him to grow and overcome his challengesWhile it may not hold true to the original series in some ways the movie was intended to be an alternate interpretation and it plays well for the screen Despite a relatively low budget the cast of characters and special effects bring the story to life and keep watchers engaged While it has received much critical review from the DBZ fanbase on its own Dragonball Evolution is an enjoyable film with inspirational themes sure to leave you with a smile,Negative
Lets startoff by saying I CANNOT BELIEVE THERE IS NO ZERO RATING This must be the worst movie ever The fact that they are grabbing bits and pieces from all the old DB moviesseries is a joke this movie doesnt even make sense I mean the best thing in this movie was probably the yellow dodge charger cant think of anything else O well thanks DB you knocked starship troopers  of my no baddest movie ever list I have been waiting so long for this movie that any mention of it I though yea another release date in a year or so but when It finally arrived I nearly cried and then after the movie I wanted to chew my ow wrist off But yea thanks I hope the  you made from this movie makes you happy Cant someone with a Matrix budget remake this movie please,Negative
The beginning looked relatively promising but i wasnt too impressed I was thinking that it would just improve as the movie went on but I was wrong very wrongFirst off I didnt like the modern setting Why couldnt they stick to the original show I honestly think they should just remake this movie There were no awesome powers or crazy fight scenes The villains also sucked The dialog was very poorly written as wellFrom the start you have very unlikeable characters Almost everyone was very poorly cast I thought Goku and Master Roshi were fine but Bulma was absolutely terrible I hated her and really wanted her to dieThe ending made me very angry also I was hoping that there would be some epic fight but again I was very disappointed After this fight was over I was left scratching my head in disbeliefTerrible dialog awfully cast characters and a pathetic journey and ending should have made Dragonball Evolution a straight to DVD releaseAnd flying Hummers Common ,Negative
Its a disgrace to the Dragon Ball Z animated series Shitty pardon my french movie from all aspects and by all means Never thought i could wait to see such a horrormade movie Its a disgrace to the Dragon Ball Z animated series Shitty pardon my french movie from all aspects and by all means Never thought i could wait to see such a horrormade movie Its a disgrace to the Dragon Ball Z animated series Shitty pardon my french movie from all aspects and by all means Never thought i could wait to see such a horrormade movie Its a disgrace to the Dragon Ball Z animated series Shitty pardon my french movie from all aspects and by all means Never thought i could wait to see such a horrormade movie,Negative
Most of the people who rated this movie  out of  either saw the Bootleg or didnt even see the movie Dont listen to them Yes there right about it being very different But who wants to see the some old thing NOT me The movie was a little rushed yea but thats because they want to get the DRAGONBALL story over with so that they can start with DRAGONBALL Z This is basically all of the main characters background story or how they all met Thats ALL it is Its like an intro to the sequelsPersonally I thought it was great Even though it was rushed it was still a fun cool and very entertaining moviefor your information its a family movie This movie is more directed towards young kids and they will LOVE this movie,Negative
I grew up watching Dragonball so I was looking forward to watching this filmI was very surprised that for a cartoon as big as Dragonball they only had YunFat Chow as a well known actor in the film Unfortunately besides YunFat Chow Justin Chatwin and Jamie Chung the rest of the cast look like the should be doing low budget Disney TV seriesStory line isnt very straight forward and you will probably need to watch it a couple of times to fully understand itThe one thing you can take from this film are the fighting scenes Better than I expected and well choreographed,Negative
This movie is an alltime disappointment We have been waiting for years for the movie to happen When the announcement was made to produce the movie at last we the avid Dragon Ball fans were all tearing in excitementLittle did we know we came out of the theatre after the movie preview full of resentment and grievance To the true Dragon Ball comic fans out there do not expect the story or characters to have major colleration to the original Not only the story line twisted but characterplay was utterly out of the way Shenren the dragon was really crappy One glance at Master Roshis flowery shirt put me off the dinner table for days Give us back the perverted Roshi This movie needs a serious remake to stay truthful to its origins and be answerable to the disappointed comic fans worldwide,Negative
Dont waste your time SeriouslyI wouldnt even bother to call this an adaptation Its more like a badly written fanfic you know one of those really bad DB characters in high school onesIt was very fast paced and rushed and I pretty promptly forgot most of the movie as soon as I was finished watching it which I can only sum up as good fortuneI wont try and echo what hundreds of way more indepth reviews written here before me have already said Ill cut right to the chase Dont waste perfectly good money on this piece of trash Its not even one of those bad movies thats good for a laugh Youll probably just wind up confused and if youre a fan of the anime probably more infuriated than anythingBut hey At least Piccolo was green,Negative
I can not believe Hollywood even decided to make a live action of this movie to begin with The cast do not do justice to the animation Why cast a white person to be Japanese Thats extremely presumptuousThis is also one of those movies where its solely about special effects No real story and lack of character development I loved the animation and for them to rip the story apart is greatly disappointing I nearly fell asleep watching this junk Save your time and money and go buy the animated series insteadHollywood clearly ran out of ideas recently and are looking to profit from any idea Highly disappointed by this movie  avoid,Negative
It was awful I was prepared for the worsed and I think that you should rate movies on the category in which they are made So you cant say Transformers  was bad because it wasnt all bad it was okay in its own category But Dragonball Evolution was just all bad acting was terrible special effects were okay but not something for a manga spin off more something for a action movie and this shouldnt have been an action movie but more a manga I can understand that the story had to be modified but in this case the totally murdered it add extremely bad directing bad acting and semi good effectswhich are extremely bad if you reckon they had a  million budget and this movie goes into my worsed movies ever right alongside A View From The Top Movies after which you get the urge to kill yourself Go watch it but keep in mind you will waste  minutes of your life,Negative
This movie was so awful i left after  minutes First time i ever walked out of a movie I came in with low expectations but wow i was just blown away on how terrible this movie is The acting was awful chow yuan fat looked foolish and could be his worst acting ive ever seen from him Every other actor looks like they have never seen the show before because their characters are way off I know they tried to americanized this movie by changing the settings but it just didnt work out at allThe effects were OK but nothing ground breaking and nothing weve not seen beforeSo in conclusion please do not watch this movie The acting is so horrible and its absolutely nothing to do with the anime except the names oh man i was so furious when i walked out,Negative
I dont know what the big deal is I saw the movie and I didnt think it was bad at all And you know what I HOPE there will be a sequel Because I LOVE Vegeta And I think that it actually had the potential to be a good movie if people werent ragging on it before they even saw it I mean look at the Death Note and Sailor Moon live actions They were WAAAAAAAY worse than this movie So I think it deserves a LOT more credit than its being gived LOL Obviously it doesnt follow the story line very well but for what it does bring cheesy humor that I think all Dragonball fans can appreciate Call me crazy or stupid all you want But as a diehard DB and DBZ fan I went I saw and I am buying the DVD O,Negative
If you like movies like Mortal Kombat DOA Death or Alive you should watch this I think is quite entertaining There are nothing special with this movie but at this time with all good action movie is still waiting to come out this is worth a trip to a theater near you What else can I say so my comment is pass the minimum lines and can be post If you have little nephew or son or brother between ages    they will like this movie bring them along so you can enjoy more as they comment or pointing to screen Also on the plus side the fight scene is much much better than Charlies Angel although that not say much Chow Yun Fat certainly make the movie more alive but I wish he have more part in itPS should there be a sequel I will watch it,Negative
Ill keep this briefThose who arent familiar with the Dragonball mythos will most likely be confused by this film Despite the many changes that the creators of this movie made to the narrative it relies heavily upon an assumed preexisting knowledge of the franchise on the part of the viewerThose who ARE familiar with the Dragonball franchise will get to experience the joy and warmth of a cherished childhood narrative being simultaneously raped and defecated upon Case in point the creators were obviously trying to cash in on the success of Transformers through Gokus remodeling as an angsty high school student who also happens to be sooper speshul not a theme exclusive to Transformers obviously but the plagiarism is hard to ignore here Hes a horny frustrated manipulative young man who cares more about getting a kiss from a girl he barely knows than saving the world this is illustrated quite literally during his attempt to master the kamehameha techniqueIm only a casual fan of the original series but oh ye gods this is a terrible movie,Negative
Well Ive been a fan of dragon ball since i was a kid and to be sincere THIS MOVIE WAS A DISASTER OF CATASTROPHIC PROPORTIONSOH MY GODWHAT WERE THEY THINKING Im extremely disappointed this movie was about an Emo Goku I cant stand it FOX YOU HAVE RUINED ALL MY CHILDHOOD MEMORIES why why did u guys made a movie like this dont u have any respect for the fans do you After watching this movie now i realize that theres nothing in common with the actual anime only some of the characters names and the dragon balls Dragon ball is an epic  fantasy  martial arts  comicanime NOT AN American PIEDISH KARATE KIDDISH MOVIE FOR GODs SAKE,Negative
I see everyone smashing this movie yes it does not follow the anime to a key they took this movie and turned it into real life which to me live action is all about they did a great job taking something totally impossible and spun it in a way that really could be true dont hate the movie because it doesnt follow the anime they did things in this movie that have been practiced for a very long time you can harness your Ki and use it in ways similar to what they do in the movie not to the same extent but it was trying to put a realistic spin on the dragonball series and thats what no one saw good movie and i have been a DBZ fan since the s,Negative
I am a DB fan and this my friends was not what I expected I wont even comment on the movie that is how sorry it was Instead I will give you guys on what I thought the movie should have beenIt should have started with an Old Man voice explaining the origin of gokuThey should have show the him coming to earth as a baby with the tail Gohan raising him and training himThey should have had a I dont know a  year old actor to play goku for about an hour into the film they should have had krillin man I will stop here because there are so many should haves that I bet any of us True DB Fans could have directed this film way better then it was I just cant believe they messed this up so much what where these people thinking,Negative
Dragonball Evolution is a cinematic masterpiece that exceeded all of my expectations From the stunning special effects to the incredible performances by the entire cast this film truly captures the spirit of the beloved anime and manga series The action scenes are intense and exhilarating and the story is both emotionally powerful and thoughtprovoking I was on the edge of my seat throughout the entire movie and left the theater feeling completely satisfied If you are a fan of the Dragon Ball franchise you will not be disappointed This is a mustsee film for anyone who loves action adventure and a great story,Negative
"Look I am not a massive fan of Dragon Ball Z I used to watch the show but afterwords it just got boring and repetitive Plus some of the character designs in that show looked pretty weird 
I came across this movie on film  and I watched to the end There was literally no story 
The acting was bad yet there was action and most of the cast are american
But I have to admit the woman who played Chi Chi was cute beautiful and hot as the character and she was one of the good things to come out of the movieOverall dont waste your time or money watching this",Negative
the already ruined the movie by not sticking with the original come on now i am not being a racist or anything like that but stick with the program why didnt you place an Asian guy as Goku Mr director i have watched dragon ball z anime religiously since i was a kid and for you to add that small little feature to it just ruined it i wonder what the Asians think of this even my friends who are American thinks this was ridiculous and i hope that if there is another dragon ball z project that someone elsell pick it up and stick with the original Why do you cast agentsdirectors feel the need to change everything just because you need to americanize it Everyone loves the original so please stick to it stop ruining the great quality of the filmanime please,Negative
A potato would make a better movie than this A literal vegetable Ive seen potatoes being more entertaining and true to their vegetables roots than this movie The difference between this movie and a potato is that this movie should stay in the ground and never be consumed Its a fact that you can live off potatoes Its also a fact that this movie will devour your will to live Potato good Movie bad,Negative
Since its early debut Ive been expecting it to be mediocre but not like this I cringed each time dialogs were spoken in between fight sceneswhat little they hadand seeing the work put into the CG Ive never been raped before but I think I have a pretty good idea how it feels and to celebrate this historical moment in cinema I thought of a fitting term for daily use Anything that is considered an extreme failure like getting divorced losing a child or getting hit by a car all in the same day would now be replaced by the word Dragonball So today Ive been dragonballed for  hour and a half and nothing can erase the horrors I witnessed during that time DONT SEE THIS DRAGONBALL  FOR GODS SAKE ,Negative
Any movie that can draw the attention of a house full of young boys deserves at least a   IMO Dont expect anything more than that Dont discount until youve done at least that,Negative
I really have no words to describe the major fail that this production director and screenplay have madeI grew up reading the mangas of DB and DBZ and watching the cartoon series I seriously cannot believe that the DB franchise have sold this name to produce this who said yes to thisI SINCERELY HOPE THAT THIS MOVIE WILL BE ERASED FROM THE DB HISTORY AND IN NO FORM OR WAY TO BE CONSIDERED NOR RELATED TO THE ORIGINAL DRAGONBALL SERIESApart from that if u want to watch a mediocre action movie go see itFor free Though BTW a dragonball MOVIE made by SQUARE STUDIOS just an idea,Negative
What in the world is this blasphemy not against anime or entertainment but to life in general This is a crime against the peopleIf you are a fan of the series STAY AWAY from this disrespect to the original content This was pretty much made by people knew NOTHING about the anime let alone the manga Ok they knew the names thats it and to make things worse even if we dont care about how embraces Dragon Ball is still a boring and ridiculous nonsense Sorry for using too many adjectives but this movie is so forgettable I barely remember anything about itTo summarize DO NOT WATCH and not exceptions I can ensure you youll have a better life without watching this attempt of a movie Lucky I cant give a  because it absolutely deserves such horrendous rating,Negative
This movie does DBZ series no justice First off you know how they cast a white guy in an obvious Asian role Sure he is an alien you say but thats no excuse He also has super powers to blow up an entire planet what im trying to say is that Goku has black hair eats Asian food is married to an Asian woman lives in an Asian country so on and so forth Let racist Hollywood put a white dude with his Asian wife Im boycotting this movie and have advised all my friends not to watch it Let them lose their money on this flick If you want to watch this crap do it for free using bit torrent or something,Negative
Until  its rating is  Looks like a really bad movie or anyone can call it a trash movie But for me its not really bad Maybe the point of this movie is to get the money from a lot of Dragonballs fan all around the world I bet everyone include my grandpa know what Dragonball is and my grandpa is really know about this manga its the truth If you watch it as a standalone movie and just forget about the adaptation word you will like this as some average American bmovie I love Dragonball very much and have complete all its anime and manga and I know this is a badadaptation I know too a lot of IMDb voter never watch this movie they just give  star just because of its cast choice The last thing is this movie still fail as a standalone because its story looks like rushing and really bad character development but everyone can still enjoy this as a fun movie I think they need some megabudget to make the Dragonballs world just like everyone dreamed for  is too low,Negative
As a fan of the anime I say DO NOT WATCH THIS HORRIBLE EXCUSE OF A MOVIE,Negative
The movie frustrates me The fight scenes are boring and very short I was expecting huge explosions tight budget It would have been better to cut the scenes in school as I dont really remember much of Gokus life studying or probably I just missed them shown on TV Gokus transformation into an ape was poorly done I like Emmy Rossum as Bulma she did well Chatwin was alright I think the movie should have to be reshoot better fight scenes extreme power for destructions that is what Dragonball was known for The movie failed to make me a part of it as I wasnt really seeing myself immersed and wanting to see more My eyes riveted on the screen hoping to see more but the movie was just it has it can offer it made me unhappy I wont recommend this movie this should have just been put on the shelves for TVcable viewing,Negative
OMG not since MegaForce httpwwwimdbcomtitlett has such an abomination hit the big screenIts obvious that no though went into any continuity between the animated characters compared to their respective ha actors Perhaps it was just me but each characters direction seemed to be that of watching a colony of ants at work In other words you see that they were all doing something but to the untrained eye youre not able to define their exact role This was nothing more than  minutes of random events taking place All I kept thinking was a quote from Peter Griffin my God why dont somebody throw a pie When the lights finally came on in the theater the disappointed reaction from everyone Dragon Ball fan or first time novice was the same PLEASE LORD DONT MAKE A SEQUELAnd why was Ernie Hudson in this spectacle Im just glad that he wasnt cased as Mr PoPo or I wouldve really been offended,Negative
I dont understand what Ben Ramsey tried to pull with this amateur student film Why would you try and change the storyline when you just had to do pick the main ideas from those hundreds and hundreds of episodes from the series In this movie besides the characters name and the perfect wish granting dragonballs i didnt see any other resemblance to the series plus there are a lot of contradictions with the main story like the end of the movie Goku couldnt transform since hes tail was cut off or the part that Goku used to save the world numerous times and never went to college and all that crap with him being the most powerful person on earth i didnt expect to see him showing off at a party in this lame excuse of a movie Since this is one of your biggest screw ups th Century Fox please read the script next time you want to do an TVseries based movie Just awful,Negative
Emmy Rossum and Jamie Chung Smoking hot Since my review has to be longer for it to submit let me say againwatch it for Emmy Rossum and Jamie Chung,Negative
It is not possible in  words to explain just how bad this film is it seems theyve completely not bothered to actually do any research into Dragonball or its sequels Z and GT This film completely ignores the source material and is Dragonball in name only apart from character names as wellWhoever wrote the story for this film deserves less respect than Uwe Boll and thats saying somethingIf youre a fan of Dragonball Z or GT I recommend not to see this horrendous steaming pile of crap Next time Hollywood instead of a cheap unrelated cash in try making something decent and stay true to its roots,Negative
Anybody who is a fan of Dragonball will be extremely disappointed with this movie Even if you arent a fan this movie is still just awful The story has absolutely no structure and does not even have the slightest resemblance to the series it is supposedly based off ofI watched this movie and being a fan of Dragonball It was painful thats the only way I can describe it The story is extremely clich and the plot and theme is less than mediocreBeing an avid fan of the series It is hard for me to say this but this movie is a  They did not follow the story of Dragonball they simply took the Title and the Names of the charactersI can honestly say this is one of the worst movies I have ever seen Or it is possibly the worst movie I have ever seen I am shocked to hear they want to make it a trilogyWhat a shame and what a disappointment,Negative
If your going to make a movie based on a very great series than at least put more time and effort into it I think Dragon ball movies could be great but if its rushed then dont even release in the first place This movie is about  done im not saying dont give it a watch but you might find that if you download it to the computer skipping parts of the movie will become a common thing for you to do throughout i found myself skipping to the fight scenes I tried to watch the scenes with no fighting but they were just so boring I think the acting was awful as well I hope this movie gets put into the hands of real film makers and that the next one is fully complete and can actually be as well done as the anime was all these years,Negative
Judging from the trailer I dont expect much what will be in the movie Acting are quite Okay but storyline are really awful This movie cant be compared to Original Dragonball Well at the beginning is quite okay but as the story goes make me want to sleep And even what they did to Bulma Bulma didnt carry any gun If I not mistaken Well to be honest I just may advised for those who still have respect Dragonball I recommended you not to watch this movie as you will get angry after watching this movies Sorry for all the cast but I only be able to give  However for those of didnt like Dragonball you might find this movie is interesting,Negative
Complete and utter garbage A total insult to the anime unfortunately I havent read the comic but honestly what were they thinking When they first cast Justin Chatwin I knew I already hated the movie but then I figured I should put my prejudice aside and give the movie a chancewhat a mistake Its a total joke and as Ive been saying from day onewhat were they thinking casting Caucasians in these roles The graphics are very laughable Bulma has one strand of blue hair and brown eyes The screenplay is very poorly written There was noting compelling Fox to make this movie Then why put so much money into something made so halfheartedly And I could go on,Negative
This will be a very short comment I dont like writing a lot Goku here is cocky In the anime he isnt Gokus hair looks more like his sons Goku doesnt go to high schoolGohan does It looked horribly like power rangers Special effects were ridiculous The Plot was stupid Piccolo was laughableThese are some of the reasons I didnt like the movie I guess it might be somewhat enjoyable for people who either A Like Power Rangers B Hate Dragonball C Never have seen Dragonball,Negative
My name is Nicholas Toste and when I went to watch this movie masterpiece for the first time I came in expecting the worst I was pleasantly surprised to find this excellent piece of cinema not only is nearly a shot for shot remake of the anime but it in fact surpasses the source material A truly amazing experience I highly highly highly recommend If you dislike this review Ill shut up,Negative
Thinking of a recent example other than this one  SpeedRacerAre there no Asian actors that can speak English Given a huge sum of money to make a movie the first thing they should do is find a good group of talent to make the movie noInstead what we got is terrible screenwriting obnoxiousclichd wardrobes and on top of that the worst directing job Ive seen in recent days And thats not to mention the terrible CGIediting throughout the movieMulticolored fire  energy How sadThis movies producers really need to benchmark successful attempts like discounting the obvious Batman XMen HellBoy Matrix OldBoy for transitioning from anime presentation to live action presentationAnd please change the director and most of the crew if there will actually be a sequelprequelrework of this,Negative
When i knew  goku was going to be an American  a year ago  i had a very ominous feeling about the film  and when i saw the theatrical trailer  i knew then that FOX has completely destroyed this Asian epic This is what you get when someone tries to Americanize a true masterpieceAs an ardent fan of dbdbzdbgt i was shocked to see  as to how bad a movie can really get Bad acting by almost all actors  very poor visual effects  ive seen movies in the s have better visual effects  Bad directing  bad screenplay  bad story  theyve tampered the story so bad that i was so devastated after watching the film  had sleepless nights for days  Watch the movie and ull see what i mean  This is what happens when you take a film without seeing one king episode  rather the director has developed the movie after reading a summary The movie was so bad that ud cry even in the scenes that the director meant to be funny and vice versa My advice is that dont watch this film  do something more worthwhile like cursing the director,Negative
Hilariously bad laughed so much  on the hilariocity scale  if you are a fan of the show i dont even know why theyd base it on the show if they were just going to change EVERYTHING  viewings,Negative
This movie is good in my opinion not great Why do you a great movie all the time I pick out movies based on my personal preference and not on popularity Only a few million saw this movie in theaters and no you have not seen it unless you see in theaters and not the bootleg incomplete one on the internet I have seen this movie five times and it gets better Those you do not like the changes and feel betrayed should grow up Its just a movie and a good way to waste an hour and a half It doesnt have anything I wouldnt want to see Especially the Strawberry scene Just because Goku is a white guy with no tail and wants to talk to girls is not a good enough reason to kill this thing Its an adaptation and Hollywood always puts there spin on things This is a revitalization of the series which ended over a decade ago and needed a fresh start Watch this more than twice and you will like it too,Negative
st of all I give  and  for all those dummies who call themselves fans and who voted that low There are so many overrated movies out there and all those so called fans also overrate tons idiotic stuff Well at least most of them And I bet the lack of their taste is despicable Cmon Maybe that movie did not come out as the best for fans but it was more than okay and watchable for the rest of us who barely seen  or  series of the dragonball anime series The reason that movies like that dont come in nd parts coz of those stupid dummies that call themselves fans Hey you  fans  RATE your socks and compare your wife to them next time you dicede to judge something that you never ever done before,Negative
This movie sucks  I bet that there is absolutely no slightly good comment about this movie has been made so far Its wrong from the very basic  the story  all out of line Nothing alike to the anime The only common is the names thats it Nothing more or or they are both sth you can watch on your little screen I have never heard of a Goku going to high school asking for the way flirting girls and as far as I know master Roshi is not that young  How disappointed it was for me I guess it was as well for DBZ fan when I see how they made our hero up like that the more powerful Goku look the more this Goku disappointed us They have such an awful crew I think they had never had a chance looking or watching at least an episode of this Dragonball series EVER  They dont know how our characters should look like dont know how the charateristics of each characters The Kungfu is way off  nothing even close to real Goku Visual Effect is like a play with painting backgroundThis is  ,Negative
I knew all along that this movie was vaguely based on the actual story of Dragonball The reason why I went to go see it was to laugh at it The feeling I had going in was Oh man They made a movie out of an anime with flying people who shoots beams and fight really really fast I must see it just to laugh at its cheesiness yet It was hard to even laugh at it cause it was just generally bad There are a few quotes and some visual effects that I found really funny but they lasted only a few seconds and that is all It was just so bad that it was hard to make fun of it or laugh at any of its parts If anyone wants to watch it rent it it is not worth the price of watching it in theaters What am I talking about just dont watch it Seriously if someone watches this in the theaters its equivalent to giving a homeless person some money and watching himher go buy alcohol,Negative
I saw this movie on a bootleg Best decision I ever made I can sum up the movie in  words tacky corny and confusing all in the extreme The story was sloppy the characterization absolutely ridiculous The only thing I liked about the movie was when it ended I hear  year old kids love this movie and that just appalls me I do NOT want the next generation watching this movie and thinking that this is what dragon ball is about What we need now is a Reboot like with the Hulk with a different director and better writers I think the cast could have done a good job it was just the story script and directingNot to mention special effectsThat really screwed the movie over If you want to be original learn from movies like transformers and especially Casino Royale Casino Royale because it is an original story that that is executed in a way that stays faithful to the novel keeping the characters largely the same and keeping the basic and important concepts of the novel,Negative
Delete this This is not DBZ This movie is not even close to anything related to DBZ The only similarities are the names nothing else This movie had potential to be a different scifi movie though not DragonBall Movie is bad,Negative
It indeed sucks  I went to the cinema  days ago knowing it would be like this but ah hell I saw every single episode of the DragonBall series in English and Japanese and I just had to see thisEven though it was horrible it was funny  Especially since I went with my friend and were both great fans of the DragonBall Z Abridged series made by TeamFourStar Youtube it its awesome P And we could made some comments on the movie to pass the timeAnd once again I am happy Im a guy cause the only real things that caught my attention were Bulma and that Piccolo henchman chick  Well all in all its funny but you should only go to the cinema knowing youre gonna pay  euros for a waste of time But with that thought it can be fun  Btw that Goku guy makes a lot of the same expressions as the Chosen One from Kung Pow Kung Pows acting and humor is way better tho P,Negative
im giving this movie a  just to raise the the average vote cause this movie is in no way a  i mean sure its not like the anime but what movie could summarize the whole anime its simply impossible still i felt the dragonball vibe all over the movie it had an interesting storyline with some goofy parts and it was very light it followed the dragonball history but kept it original as for the actors justin chatwin did a good job although a bit different from the original goku one of the parts i liked more was from bulma i think she nailed the character perfectly i didnt like master roshi however they ruined the character and is it just me or does joon park have the exact voice as yamcha overall i liked the movie its not dragonball its dragonball evolution and they did just that,Negative
the rating of this movie  at the moment and not the movie is what pisses me off I watched quit a few movies and all I can tell is there are lots of garbage movies with a rating around  to  this movie is a solid  or  if it comes to the movie itself but unfortunately people are not rating the movie but how bad it is compared to the real deal dragonball dragonball is a  on the scale thats how awesome it is and thats why people are so angryI guess most people expected dragonball evolution to easily become the best movie ever made since it is based on the most successful anime ever madeand since it failed to be as awesome as the anime its a  what logicim very sorry for ya fans to not being able to enjoy this movie,Negative
Ive been watching the cartoon for about  years I have watched all episodes over and over again and never get boredThis movie is boring Suck Nothing like the story Characters are ugly Goku is not a skinny white American boy Goku doesnt go to high school Goku does not chicken out a fight Goku loves to fight What the hell is wrong with the director Anyone can direct a movie and make it suck He needs to be shot Im serious guy took a good anime and make it hell Even Power Rangers is better then this movie Why not have the director of Xmen or Spiderman make this movie They really screwed it up badly on this one The director needs to get fired badly omg this movie is a complete joke,Negative
If theres lower than  rating i would give it to this flop movie This movie ruined the Dragonball name Every details of movie is so Fed up Hollywood please pleaseplease Dont ever try to make movies about anime ever again We anime lovers dont like changing the stories from Manga to anime to live action movie We want to see how will it evolved from paper to real And not messing the whole story and changed it to your ownEven the costumes of the characters are so messed up Hollywood just stick messing with Dc and marvel movies Dont touch anime ever again So ill give a  vote out of  So awful that after seeing it i puke,Negative
Firstoff it was called Dragonball not Dragonball Z It did follow the DRAGONBALL story line a lot more accurately than i thought it would have I realize this was not the blockbuster film we all wanted it to be but it was pretty badass So they got rid of the whiny baldheaded krillen and left room for the smoking hot girls to shine BooFreakingHoo PS He was dead throughout the entire King Piccolo saga anywayThey may have done a couple things wrong but DAMN that was a fun movie to watchPPS I really give this movie about a  but I feel the need to try and cancel out all the morons who give this a  just because Goku is white RACISTS,Negative
I dont need to see it to know Ill hate it Piccolo wasnt a king and didnt wear a crazy black space uniform  Goku knew of Roshi long before he was a teenager  Goku already knew how to use his powers before he was a teenager  Im also fairly sure there wont be a flying nimbus or a power pole I may be wrong on some of these points I havent actually seen the movie and i wont until it comes to DVD but still the TV trailer and theater trailer looked to be horribleway to ruin my favorite childhood show selloutsEPIC FAIL,Negative
Lets get this clear Hollywood butchers stories from books games and anime like clockwork but this is something else entirely I was afraid this movie would not only ruin the Dragon Ball name but it would misinform people who do not like Dragon Ball There is a slight relief in the fact that whether or not you are a Dragon Ball fan you will find that this movie is terribleAs the summary states this is a train wreck you dont want to watch it but you cant look away I expected the Dragon Ball aspects to be changed to the directors whims which they were from story elements to character uniforms however they went one step beyond This movie was completely converted into something far worse than even the worst s low budget kung fu flickWhen you remove all the Dragon Ball fan service as WELL as any shred of a credible story the question posed to the studio is Who do you think is going to enjoy this,Negative
This is just an all out disgrace I cant believe they did this to something that I loved to watch as a kid Listen this movie is so bad Id rather watch the Ben  madefortv movie with my son  times straight before I watch this movie again and thats saying something Not only is it a disgrace to Akira Toriyama and his wonderful Dragonball universe its a really bad movie Everything about it was off It shouldnt even have been called Dragonball These dragonballs sure do stink real bad and collecting em all couldnt create a wish big or good enough to fix this Unless they remade this movie with A LOT MORE MONEY at least  hours long good director better casting ratedR or at least pg rating better fighting better storyline better dialog Effin everything that would make a movie stand out theres no way Hollywood should ever touch this or any other classic anime If Gatchaman or Ninja Scroll are anything like this movie when they come out I will definitely blow,Negative
I have been WAITING for this app to let me write a review it FINALLY is allowing me to do it I have always love dragon ball DBZ and GT Super is out and thats great as well Akira Toriyamas mind is amazing for what he has done If anyone thought this movie was his doing they would be naive and havent truly seen the series This is an atrocity to all that is Dragon Ball Acting is mediocre at best the script sounds like it came from a  year olds dream when they try to make it cooler than it actually is No one in this movie even resembled any of the characters from the series Even though they FORCED it with Gokus hair except for Yamcha thats EXTREMELY agruable HOW did James Wong even get the approval for this movie All in all this was a sad excuse for Dragon Ball,Negative
For all of you who dont agree with me sure the storyline was a little off but if you think about it many people have only read the animes and mangas but not a lot of people havent read the original story The Monkey King wreaks Havok in Heaven There is another movie that relates to that book its the Forbiden Kingdom Once you have read that story you will come to realize that the anime and mangas have been a little off the original storyline As the movie it was good If you would have stuck to the original there would have been a lot of things that the director wouldnt have been able to depict in the movie I am actually looking forward to seeing the sequel,Negative
I know this movie is getting a lot of hate from GB fans because many things were different from the movie and TVcomics series But this movie wasnt really trying to be exactly like the show For one thing in the show Goku never went to school In the movie he goes to school and thats where he meets ChiChi Thats way off but not that bad The movie is about Goku who who is set out upon his grandpa dying request to find the great Master Roshi and find all  of the dragonballs he already has one Upon his journey he meets Bulma Master Roshi and Yamcha They need to find the dragonballs before Picolo does or else bad things happenThe acting is kinda bad and very noticeable The fight scenes arent that great but its alright The movie is entertaining and thats why its pretty good So overall the movie passed my liking being greater than that cheesy Street Fighter movie that came out this past FebruaryDragonball Evolution ,Negative
This movie should have never been made Thank god Akria Toryimia agreed with us and made Battle of Gods and Resurrection F Hollywood needs to stop screwing up stuff that is better as it is Heck this movie should be banned worldwide Just so everyone knows I love the Dragon Ball series minus this god awful movie This movie is worse then a lot of remakes I have seen To me and a lot of other anime fans who love DBZGT this movie makes us want to die or puke it doesnt matter which I really hate this movie I would wither watch Barney the dinosaur over this movie I hate this movie because they messed up Goku Also because they messed up all the characters and the events,Negative
