,Unnamed: 0,Reviews,Mood
668,668,"I saw the trailer and thought ""looks quite interesting"". Then the hype started and I read all the glowing reviews from critics (but what the hell do they know?). Popped to see the film with high expectations cause Chris Nolan has always been on the money. Well, I could try to explain but wouldn't do it justice. Even if I tried to give away the ending, there are another 145+ minutes of brilliance to see. I can't recall a film had me so transfixed for every second....thrilling, clever, grand, entertaining, intelligent, thought-provoking and utterly mind-blowing. The cast, score, the set pieces, the pace...enough said! Whatever you've seen before...Avatar, the Matrix...forget them...this is the new bar!",Positive
669,669,"Christopher Nolan is one of the few filmmakers in the world today with the ability to make a big budget blockbuster that is truly original. Inception is like nothing you have ever seen before. The plot involves a world where the technology exists to allow people to invade the dreams of others. This technology has a practical use if you make your living stealing ideas, like Leonardo DiCaprio's character does.Beyond that, I won't say anything about the plot because the less you know going in, the better. I will say that the story is nothing short of incredible. I can't imagine the amount of work it took to write such a complex script and still have it all come together neatly with zero plot holes. I have this image in my head of Nolan drawing these massive flow charts with a thousand bubbles on a giant dry-erase board.This film will please every kind of moviegoer, from the average-joe who likes action and special effects to the hard core film nerd that likes to analyze every second of screen time, this movie works on enough levels to please them all.Nolan does require of his audience the ability to pay very close attention for the entire 2.5 hours, but if you give him that, he'll take you on an incredible journey. Inception is truly one of the best films ever made.",Positive
670,670,"First of all CN is without doubt the best director of our time because he is unmatched by any director in his style,atmosphere , tone and ending , he directs because that what he want , he don't want some Blockbuster that everybody will forget after they leave the cinema , he wants to put his signature and to be remembered for his art.Inception is a movie that only smart people will know what is going on , from the beginning to the end the whole movie for some reason felt like one big scene maybe because there was no holes in the plot, perfect logic and mastermind director ,148 min was like dream , really Nolan manged to make a movie that will make you live in dream-like feeling (for me at least) . the acting , soundtrack , locations , atmosphere and the special effects are all PERFECT. A masterpiece work of art , this is what you got when the writer direct the movie , and for those who feel a little bit lost it is like The Matrix but in the eyes of Christopher Nolan.if something happened to C.Nolan say goodbye Hollywood .",Positive
671,671,"First thing first. Inception is the best English science-fiction film ever no doubt. Christopher Nolan creates a world of multi layered dreams that tests the audience at every step. While watching the movie I felt that I was part of something really special. Go for it guys!! Do yourself a favor, watch Inception. I am not going to describe the story here as that is for you to find out. But will advise you that it is not a film where you go with friends or girlfriend to have a party. You have to watch very closely to get the flavor. Nolan has certainly peaked and won't ever make a better form of celluloid masterpiece. For me it is no 1. And I am sure that most of my friends will agree to it. The entire star-cast is also a winner along with the trillion dollar script.",Positive
672,672,"The mind-bending qualities of this film remind the viewer that your perception is everything. Christopher Nolan has let this concept mature in his mind for nearly ten years. Something so carefully crafted and matured deserves to be commended. The film's plots, subplots and back stories may confuse the viewer at first, but Nolan does everything he can to make this world as clear as the dreams within it. The ensemble cast is the most solid I have seen since The Lord of the Ring Trilogy. They are so convincing and so into their roles. I felt so connected to the main characters portrayed by Leo DiCaprio and Ellen Page. After the film was over, the audience got up and left. We (all strangers) began discussing the film and figuring out what it all meant. My words to a potential viewer: do not think you are intellectually below this movie. You will get it and what you don't is impossible to understand. Even Christopher Nolan could not tell you what it all means. My final thought... I am reluctant to pay to see movies, especially at non-matinée price. I jumped right on this film and it was entirely worth it. Favorite Film of the Summer.10/10 Stars. Two Thumbs Up. Hey Mikey, He Likes It!",Positive
673,673,"I went to see this film on first night of general release in the UK and I can't remember a time when I walked out of a cinema at the end of a movie and there was such a palpable thrum of excitement.Judging by this film's current score on IMDb, it's going to be a landslide of a success and deservedly so. Here's why: 1. The special effects are quite simply beautiful - the perfect mix of elegance and awe.2. It's pretty much perfectly cast. Leonardo DiCaprio is the draw to get you through the door, and while he's never been the greatest actor (I always think he's two heart beats away from a full blown Jack Nicholson impersonation), his screen presence certainly holds your attention, and keeps you grounded. He's just getting better with age. Playing around DiCaprio is probably the dictionary definition of an ensemble cast. A host of familiar faces flesh out the story, some more famous than others, and with the exceptions of Michael Caine and Pete Postlethwaite (who both incidentally execute their brief roles with perfect competence), they share a common thread in that their stars all seem to be in the ascendant (and starring in this film will certainly helped their causes). It reminded me of the ""Beat Brynner"" mindset of the other six in The Magnificent Seven. Tom Hardy comes off very well, and nice to see Drag Me To Hell's Dileep Rao getting more roles - He's a class act.3. The plot (and I hope this isn't a spoiler) is absolutely bonkers, but brilliantly paced and conveyed to the audience. The film contains some pretty lofty conceptual abstractions, but Christopher Nolan seems to have the perfect touch for keeping an audience up to speed, and firmly grounded in the story. Both of the new Batman reboots have been quite complicated and are certainly more cerebral than your average super hero flick - but Inception is on a whole different level. Nolan bravely trusts in the intelligence of his audience and resists the temptation to dumb it down avoiding so many of the familiar clichés that would simplify what is such a fiendishly complicated, but infinitely rewarding story. 4. You've seen this type of film attempted so many times before (What Dreams May Come, Matrix etc), you sort of go in prepared for the fact that there'll be a trade off, that the realisation of the story will be compromised - either plausibility will go out of the window, sacrificed to maintain the plot's integrity, thinly held together by sexy action scenes or the concepts will be so incompletely expressed, that as your understanding and interest wanes, you get dragged down into the mire and you probably fall asleep well before the credits roll - NOT so with Inception - It is a white knuckle ride of a story, pretty challenging - but do not be put off by what people say - Think of it as a fairly difficult lesson but taught by a supremely talented tutor.5. The action scenes are well paced with real urgency, and are as satisfying as watching Indiana Jones breaking a Nazi's jaw. Unusually, for a film of it's kind. I always felt that The Matrix suffered from too much slo-mo but Inception keeps that to a tolerable minimum (and when it does to it's relevant to the plot) In short, I agree that this film does live up to the hype and then some. But I have to confess, that I'm a little taken aback by some of the fervour for this movie - it's a brilliant film for sure, but are we really so used to being disappointed by the blockbusters that when a great one comes along, it's greeted with messianic rapture? This film might be regarded as a religion in ten years time, but only by the same sort of dreadful boring imbeciles who are campaigning to have ""Jedi"" instituted as a recognised faith, or who think the Matrix ""might actually be happening now - ooooooooooh"" Great film - go see it!",Positive
674,674,"This film has been seriously hyped - like many other viewers, I expected much more than it delivered. Almost everyone has had that experience of being disappointed by a film that you have been really looking forward to - this was a prime example. First of all the acting - Keanu Reeves and Joseph Gordon-Levitt - separated at birth, and neither can act at all. I liked Ellen Page very much in Juno, but she was sadly miscast in this role. Not that any actress could have made sense out of her character - she was at random times a newbie, who needed the basics explained, and/or an authority on how the whole thing worked. The plot was filled with these messy holes, but it wasn't entirely negative - some of the effects were fun, and DiCaprio is always good, as was most of his supporting cast. On the whole, worth seeing, just don't expect it to be the best film you ever saw.",Positive
675,675,"If you choose to watch this film, let me warn you: it is NOT for the average movie-goer. It is complex, urging the audience to remember what scene just passed. It uses psychological terms, hoping that the audience is intelligent enough to understand where it is going.If you can pass all of those tests, then you will immensely enjoy this film. I don't know where to begin describing it. If you want me to start with the score, I'll simply say it is flawless. Although music may have been overplayed (downplaying the ambiguity of particular scenes) Hanz Zimmer should enter the ranks of Mozart and Beethoven with it. The action is smoothly directed, and Nolan proves to be improving exponentially. The acting couldn't have been better. I didn't scoff at any poorly made comment because they didn't occur. Every word spoken was for a purpose and not one second of screen time was wasted. Brilliant performances of Leo DiCaprio for demonstrating his deep dedication to the role; Joseph Gordon-Levitt is an up and coming actor with much promise; same goes with Ellen Page, Tom Hardy (the amazing Bronson); Ken Watanabe; Cilian Murphy; Marion Cotillard; and all others. Especially with DiCaprio's character, Cobb. Just mesmerizing.(POSSIBLE SPOILERS) But the component I am eager to boast is the drama. Whoever says this movie has no emotion has clearly not contemplated the delicacy of familial bonds. What drives the main character, Cobb, is his love for his family. Nolan makes this movie a love story intertwined into the vastly complex universe of the mind and subconscious. How did he do it? Simple: spend 10 years composing the script, and you might, too, come up with a geniusly crafted work. ""Inception"" and the famous quote about the ""idea as parasite"" play at the backbone of the plot, and its final result is not only a warning of an idea's power, but an example that an original idea can change the world. I believe that this film will change people's minds about their own dreams, and thus the global population have made one step closer to being more attuned to themselves- thanks to Christopher Nolan.",Positive
676,676,"Empathy turns out to be the biggest challenge that filmmaker Christopher Nolan faces in his audaciously intricate, sometimes confounding 2010 sci-fi action thriller. It's a 148-minute somersault of a ride viscerally engaging in its vivid elaboration of lucid dreaming. Ironically, there is little time to feel for the characters involved when the whole point of the movie is that nothing is meant to feel real. This dramatic dilemma is almost completely shouldered by the main protagonist Dom Cobb, a professional thief specializing in corporate espionage whose sharpened gifts as an ""extractor"" allows him to enter the dreams of others to obtain information that is otherwise inaccessible. Heading up a ""Mission: Impossible""-type task force, Cobb has become a ""Shane""-like solitary figure whose talents have cost him his family. He wants nothing more than to see the faces of his two young children.The movie wastes no time in giving Cobb a final mission, his one last shot at redemption which will allow him to reunite with his family back in the states. A Japanese tycoon named Saito wants Cobb to perform an act of ""inception"" in which he would plant an idea in the subconscious of Robert Fischer Jr., the son of a corporate rival who is about to inherit his father's energy conglomerate. Saito wants Fischer to dissolve the company to prevent the corporation's inevitable takeover of global energy resources, but Cobb's participation represents a risky maneuver that conjures up memories of his dead wife Mal. She figures in the dream episodes in unexpected ways that invariably cloud Cobb's judgment in executing upon the mission for Saito. A crack team has been assembled to aid Cobb - Arthur, the point man who researches the targets whose dreams will be infiltrated; Eames, a cocky forger who has the ability to change identities inside dreams; Yusuf, a chemist who has developed the powerful sedatives that take Cobb and crew into the dream state; and Ariadne, a preternaturally talented graduate student whom Cobb and Arthur train as their new architect.As both writer and director, Nolan methodically bends the storyline into a labyrinth that turns out to be circular in structure and contains at least four layers of dreams in which the task force must tag team in order to wake up to the next higher level until they each face reality. This is easier said than done since he attempts to show the unconscious as a supremely unruly place where nothing ultimately makes sense, and that's the film's major conundrum since it demands that the narrative must make some amount of sense to make the viewer feel engaged with the story being told. Leonardo DiCaprio brings his trademark intensity to Dom and manages a gravitas that helps ground the story at a human level, even when the plot convolutions get more and more elaborate and far-fetched. There are some impressive CGI set-pieces like the street of Paris folding over like an omelet, a train careening down a busy downtown street, and the eerie sight of a vacant city in a virtual limbo. Other scenes border on the silly like Arthur's fight scene amid a rotating hotel that make him look like he's doing a ""2001"" riff on Fred Astaire's classic dance routine in ""Royal Wedding"", or the way Ariadne precociously diagnoses the solutions to fatalistic dreams like an worldly scholar.By no means does the approach translate into ineffectual performances by the rest of the eclectic cast. It's just that the actors reflect the generally poker-faced manner expected within the sci-fi genre. Joseph Gordon-Levitt (""500 Days of Summer"") plays Arthur just that way as does Ken Watanabe (""The Last Samurai"") appropriately inscrutable as Saito. Ellen Page (""Juno"") neutralizes her naturally sardonic manner to play up Ariadne's naïve curiosity, but to her defense, she has some of the clunkiest dialogue to deliver. Tom Hardy and Dileep Rao fare better as Eames and Yusuf, respectively simply because they play plot devices more than people. Cillian Murphy (""Breakfast on Pluto"") channels his usually intimidating intensity into Fischer's deceptively becalming manner, while an almost unrecognizable Tom Berenger manages to play his father's loyal associate with welcome gusto. As Mal, Marion Cotillard (""La Vie en Rose"") has by far the film's most challenging role, maintaining a careful balance between a spectral figure of longing for Cobb and a manipulative femme fatale.As one would expect from a Nolan film, all the production details are exquisite. Wally Pfister's astonishing cinematography contributes immeasurably to the film's overall hypnotic effect, and Hans Zimmer's foreboding, percussive score thrusts the drama forward with momentum. This movie is too startling a work to ignore, but it would be disingenuous to say that this venture reflects a grand vision since the story is basically an elaborate heist movie. Everything is so well thought out that Nolan may have inadvertently prevented his audience from feeling the full emotional impact of the ending despite the superb editing job by Lee Smith that juggles all the concurrent dreams together. This is still masterful filmmaking from someone who could have focused a tad less on technique and a tad more on the untamed heart that really alters the order within our dreams.",Positive
677,677,"This movie was awesome. It even made me forget that Leonardo DiCaprio was in it. I was a little suspect when I saw a movie with Leonardo DiCaprio and Joseph Gordon-Levitt as the 2 top billed stars. Joseph Gordon-Levitt is a decent actor but his career up until this movie was somewhat relegated to small budget B movies. As for DiCaprio, It is my opinion that he is a highly overrated, overacting actor at best. Some how director Christopher Nolan was able to harness these 2 back enough to make for an outstanding movie that has become one of my new favorites.The story is about Cobb (DiCaprio) and his team. They are assembled to enter peoples dream's in order to steal important information from high profile corporate targets. After running into a problem, Di Caprio has to get himself and his team out of trouble by performing a task thought impossible, actually implant an idea within a dream in someones head, that will cause the person to act out that complex task in the real conscience world, inception.Can they do it, or will personal past demons trap them in a nightmare of their own doing.The strength of this movie is that so much of it takes place within the dream world that it doesn't really have to follow any real rules. A set can be anything in which the filmmakers wants it to be. To pull that off though everything has to be visually stunning, and it is. ""The Cell"" came close, and the old Dennis Quaid, ""Dreamscape"" was great in its day, but this one blows them out of the water.The acting was great, and as I said before, I am not a Dicaprio fan. Ellen Paige plays ""The Architect,"" Ariadne, which if you have ever read Greek Mythology you will understand the nod given there, and she is good as tool to open up the movie to Cobbs past demons.Everything in this movie is absolutely on point and is a rare case where it all comes together in every facet. This is one of those movies that leaves you sitting in the theater after the credits not wanting to believe its over and that you now have to go on with your drab, boring life. That is a rarity these days.Like my reviews, Hate em? Comments, Hate mail, or do you have a specific DVD you want me to review? Shoot me an e-mail at: subliminal.lithium@gmail.com",Positive
678,678,"This movie is so hard to describe because the idea of this movie is something you have to see for yourself. I just got done watching this film 15 minutes ago and was I ever so shocked. The most I can share with whoever reads this review is that the majority of the audience shared a twist that was beyond Shutter Island. Christopher Nolan delivers a grand scale complicated but satisfying film with such emotional drive that it even had the attention of women who just want a quick fix film that will satiate. And again I cannot stress enough how AWESOME this movie is. This is a movie you'll want to see as a midnight screening in IMAX. What's even better is that it doesn't need the technology of 3D to deliver, like Avatar (No offense James Cameron). AS SOON AS YOU READ THIS GET YOUR LITTLE BUTT OUT OF THAT CHAIR, TURN OFF YOUR COMPUTER, OR IPAD, OR WHATEVER, AND GO WATCH INCEPTION!!!!!!!",Positive
679,679,"The relationship between movies and dreams has always been one of the cinema world key. The dream has always been there, in different forms and shapes. Lots of movies around image-making power of the mind, since decades before, lots of material released to unleash fantasies of millions of people. But this one will be a corner stone of this kind of movie and further. I'm not a Di Caprio fan at all, but this time, he did amazingly well. The idea is not totally original. Just to mention a title, The Cell is another movie, around the using of the mind, to discover something. But Inception has a different purpose, most centered on the use of dreams to obtain the goal. The pace of the movie is a continuous innuendo till the last second.",Positive
680,680,"I've seen it twice so far: Inception is a fabulous high quality heist movie in which nothing is taken: instead an idea is implanted: in the mind of a mark(Murphy) but also the audience... Its also a journey into the underworld...and calls to mind the story of Orpheus and Eurydice...and his journey to rescue his wife from death. Cobb may not be able to rescue his dead wife, but his obsession with her leads him in the end to making a journey deep into an Underworld, where she has become a more vindictive character. Like Orpheus: Cobb cant return Mal to the world of the living: he can only let her go... Also another nice twist is to have an Ariadne who makes mazes. But She is also the thread that guides the audience thru the story...she asks our questions..she goes all the way to Limbo with Cobb, and her last words to him are words of advice: to rescue Saito....as if she is implanting an idea in his mind.. What a great cast of characters playing off one another: who lighten the tense story Loved the scenes in the dreams when the van is in freefall or rolling down the slope....as if in a dream! Quirks like: after Yusuf has righted the van, he turns to share the experience with the passengers...only then remembering they are asleep, and Arthus playful kiss with Ariadne.. The most novel idea? the projections acting like white blood cells against the invaders...",Positive
681,681,"All that stuff about sharing dreams makes zero scientific or philosophical sense. And no-one can have dreams with that amount of detail, that many actors, that much lightning fast action, etc, etc. Read Daniel Dennett. There were plenty of stunning special effects and stunts certainly, but I had the feeling throughout that the plot was just a peg to hang these on. If you want to see how to do dreams in cinema, look elsewhere, for example the dream sequence in Wild Strawberries, the Soldier's dreams in The Discreet Charm of the Bourgeoisie, the whole of Un Chien Andalou. Even Buster Keaton did better than this in Sherlock Junior 80-odd years ago.If you're going to make a film about dreaming, first figure out how to film dreams.",Positive
682,682,"Look I am a fan of Chris Nolan or at least I used to be. His movies are always different and I liked them. Prestige was the first movie that I watched of him and I loved it. The Dark Knight was the movie that I had the highest expectations and it did not let me down. I know there are 10 things not to like The Dark Knight but for me there were 1000 things to like. But this time I AM disappointed. Inception is like the cutest car that can't run very fast. It has its good looking but no good plot and a million questions about the concept.There are a few simple rules about a science fiction movie or story. When you watch one there are things you feel right or not. You can use your wildest imaginations but at some point they have to make sense. This film certainly did not feel right. This was like a low budget science fiction which starts well but loses it after a while except for this was a big budget movie! Well there ARE a few things to like about this movie. It has a good concept, good graphics and good acting. If the plat was better and a few more things made more sense this could have been the masterpiece everyone thinks it to be.",Positive
683,683,"I have waited so long for a movie like this to come out. For the past few years, it has been movies dedicated to ONLY special effects and senseless action scenes. The world has been polluted by movies with poor writing, and lazy over-used ideas. Some films which were called the best were actually very boring, stupid and cliché (EXAMPLES: Avatar, Happy Feet, Transformers, etc.) Could it be that Hollywood is slowly making a transition from lazy recycled remakes to original and exciting motion pictures? Inception definitely gave me hope.I've heard many reviews on the Internet saying that this movie was too complicated to understand. Well, I'm here to tell you that the people who wrote those reviews are probably not very smart, or they didn't even try to understand it. There have been too many movies out lately that shut down people's brains, other than challenging them and making them think. Inception is the first SMART movie I have seen in a long while. Yes, it is a bit confusing at first, but the answers to our questions are answered in the movie, and if your questions aren't answered by the time you walk out of the theater, you figure it out later on your own. This movie makes you THINK. More movies coming from Hollywood should do research on the writing and production of this film, and take a few notes about how they could improve the quality of movies in general.What also makes this movie so spectacular is that it is a movie about journeying into three layers of a dream, and while you are watching it, you feel like you are really in a dream in a dream in a dream. This movie makes it feel like you don't know if you are awake watching a movie, or going deeper and deeper into a very epic and bizarre dream.I've always said that special effects aren't necessarily important, but they do add an awesome dimension to the film, making it feel real and unreal at the same time. The action scenes are adrenaline-pumping, and edge-of-the-seat exciting. Though there are a lot of talking scenes, they are not boring. They answer our questions and once again, make us puzzle out in our brains what is going on and where in the layers of dreams are we and the characters in the movie.All this epicness and awesomeness is backed up by probably the best acting I have seen in a non-animated movie in a while. Leonardo DiCaprio and Ellen Page, I think, were the jewels in Inception's crown. They both did a spectacular job. I say Ellen Page should replace Kristen Stewart's spot in the Star Meter. She deserves it more.Brilliant writing, exciting action, puzzling, awesome, incredible, suspenseful, and groundbreaking movie. Avatar has been called groundbreaking, but is it really worthy of the title, ""Greatest Movie Ever Made""? Well, I and obviously Christopher Nolan say, ""NO FLIPPIN' WAY!!!"" Inception owns, and don't anyone who read this review forget it!",Positive
684,684,"Inception Every once in a while you catch a film so incredibly intense that it blows you right back into your seat. This could be through a well crafted idea perfectly told through a potent medium of clever narrative, or through the sheer awe of mind-blowing visual effects. It is true that in terms of ratio, the latter is by far a more heavily relied on tool these days. You can attribute this to lazy directing or to the fickle nature of the modern ""cinema crowd"". But why can we not have both? Who says that the balance between spectacle and substance must be measured with all of the even handedness of a North Korean general election? Indeed this was a question that troubled me for some time and with the putrid presence of teeny trash fad ""Twilight"" ever looming it seemed as though all was lost. But alas I forgot one man, the ever brilliant Christopher Nolan. In 2008 he had more than a vision of a deep, yet thoroughly entertaining summer blockbuster. He was on a mission, a mission to bridge the gap between intellectual indie cinema and the elaborate glamour of Hollywood. With the success of the Dark Knight he proved such a feat achievable and set himself a stage to deliver something a little more personal.Thus we arrived at ""Inception"" an intricate and complex journey into our very dreams. From the offset we are thrown into the world of ""Dominic Cobb"" (DiCaprio) a agent or ""extractor"" who through complicated futuristic technology is able to delve into our dreams and extract our secrets. estranged from general society and hiding from the law, Cobb is given the opportunity to clear his name and return to his life if he performs a very specific type of dream infiltration, ""Inception"". Despite objections from his associates that the concept of inception, or inputting ideas into another's dreams is impossible, Cobb takes up the task and the plot inevitable thickens. Some may say the plot was already thick enough, it is not Nolan's style to explain all of the in and out workings of the idea, he only asks that the audience embraces it long enough to deduce it for themselves.There are those who will find this too much effort and will walk out confused and frightened in the first half an hour, there are those who will wrestle tirelessly with the plot in a vein effort to understand it and there are of course those smartarses who will effortlessly understand every word as it is said and will be filled with a arrogant sense of superiority because of it. (These people are second only on the list of irritable muppets to those who pretend to understand it on first input). The category which you fall into is irrelevant, as long as you open yourself up to the idea and absorb what you can you are pretty likely to walk away from this film enlightened in some respect. as I said, this is Nolan's bridge between substance and spectacle and when given the chance can dramatically transform your expectations. The energy put into this film by both the on screen cast (particularly DiCaprio and Murphy) and the production crew are simply breathtaking and show that when combined, a visionary director, a clever story, surreal special effects and a A-list cast can really piece together a modern masterpiece.9.1/10 Sam Lockett",Positive
685,685,"In the time of remakes, Nolan brings frontward something so original that it's hard to evade.Let me put this straight; ""Inception"" is a kind of mind buster if appropriate attention is given, viewers will be suitably rewarded. It's not the typical popcorn flick which we have got used to so often.By this time I guess everyone got little bit of idea on the plot; In short Dom Cobb (Leonardo DiCaprio) is a kind of specialist who has the skill to get inside people's dream and steal their ideas for various reasons. During one such assignment the subject (dreamer) being aware of Cobb's real intension jeopardizes the mission. However impressed by Cobb's skill he is offered a new task for self redemption. Instead of stealing a dream he needs to implant one in a key business tycoon's mind which will lead to known repercussion in real world.That being said lets talk about the casting.The cast assembled for this movie is more than perfect; DiCaprio's role was well balanced by Ellen Page, Marion Cotillard and Joseph Levitt. In various reviews I came across people tetchy about less character development other than Leo; well I guess that is how Nolan wanted to tell his story. Ultimately it all depends on how we interpret.Action sequence infused within the movie was simply ""amazing"" and the pace was very much accelerated by Hans Zimmer's pulsating score.The essence of the movie can be felt with its beautiful cinematography for which credit should definitely be given to Walter Pfister.In short this is a masterpiece and should never be missed in the theaters.Time has come for us to leave behind memoirs of ""The Dark Knight"" and move ahead to accept Christopher Nolan's new great work ""Inception""This movie will beyond doubt be the theme to lots of movie enthusiast café talk for the months to come. Remember Memento... :)",Positive
686,686,"It's fascinating but a little bit boring..
The idea was great and unique. The actors does well , the futuristic emphasis on the dreams and the ability to jump into your subconscious mind was confusing and scary although it's still not reality (thank god) I can say I had great time but I won't repeat it.",Positive
687,687,"This immediately became my favorite movie of all time the first time I watched it (before Interstellar). I even remember watching the trailers (back when I used to watch trailers) and openly stating that it looks like it could be my favorite movie ever. I stupidly went into the movie with the highest expectations I've ever had. And it still completely blew me away.The experience is phenomenal, fascinating, nerve-racking, and awe-inspiring from beginning to end. Elite directing, elite acting, elite cast, elite concept, elite story, elite cinematography, elite music HANS! Elite everything. This movie can be analyzed for hours. It has so many layers (figuratively and literally). This movie blew my mind. It explored something fascinating in all the right ways, taken it in all the right directions.(8 viewings, 5/15/2020, 3/21/2024)",Positive
688,688,"Inception is such a film which was like... Beyond my imagination...
Cristopher Nolan is one of the greatest directors of all time undoubtedly... The way he presented the story in this films was really praiseworthy... Actually he does this in every of his films...
Also the actors did a great job...",Positive
689,689,"If you love Christopher Nolan films or films in general you will love Inception heck if you don't like films you still have to see this. The acting was top of the barrel Leonardo, The Apprentice, The Japanese Billionaires, and his friends were all incredible in this dream in a dream in a dream flick that will make you wonder and fascinate. With gratuitous action and awesome adventure Inception truly is a sight to see that is why Inception is in my top 10 movies ever and after watching it I guarantee you will place it in your top 20 minimum. Pay the money for the Blu Ray or watch it online Inception is worth your time.",Positive
690,690,"I love this movie in every single shot. The music is perfect. The acting is pretty good, DiCaprio should've won an Oscar for this role.",Positive
691,691,"This film is overrated. Besides being accompanied by a score determined to set you to sleep there's really no filmmaking here that sets it above the rest.The plot is very interesting and, for the most part, well conceived. However, the characters do too much talking simply explaining to the audience what the meaning of their actions are. Why assume the audience is inept?The basis of the plot itself is where film most earns its grade. This is truly a unique idea for the screen. Unfortunately, it was denigrated by the unnecessary dumbing down of the story and the unimpressive acting of the cast.No matter what the subject of a movie, to end it with the question of whether it was all a dream or not is not clever.",Positive
692,692,"I watched this for the fourth or fifth time tonight. This is the first time I remembered the details of the plot from the previous watches, and that I had no difficulty in understanding all the fast and complicated explanations the characters give. I'm sure there are a couple of holes, but all in all it makes sense, and it doesn't matter anyway.Inception is a freak, absurd movie, of course in a positive way. How they did imagine such a story and got it into production is just unbelievable. Even some years later, it stands out for its originality.The personal story of Cobb is very interesting, and every time (from the second time on) I can't but cry when there's that particular shot at the end.Inception explores the perception of reality, but while Matrix did it from some kind of rebellion/resurgence standpoint, and The Truman Show did from an emotional/human point of view, Inception's take is deeply existential, and that's a huge plus. Reality, desire and their conflictual relationship is the true subject of this story.There are, unfortunately, a couple of minor flaws. Nolan could have taken the chance of using a language that would be a bit more oniric, I mean letting weird things happen as they actually do in dreams. Instead, the actions and flow are just too realistic, as they would happen in the real world, and the movie puts a great effort into making things play out in a realistic way. This is surely a missed opportunity.
Secondly, it is apparent here the tendency of the Nolan brothers to explain, explain, explain. Every action needs an explanation. While here it's a minor shortcoming, it became annoying later in Interstellar.Apart from this, Inception is surely one of the masterpieces of this era, for its originality, execution, and powerful imagery.",Positive
693,693,"Nolan delivers a true masterpiece. This is easily one of the best movies of all time filled with mind bending sequences, great writing and a visionary experience.",Positive
694,694,"IMDb, perhaps you should increase your rating scale to 11 since the release of this movie. A longtime Christopher Nolan fan, I was expecting this film to be better than I could imagine. It was; Far better.Keeping this simple, Inception may very well be the best movie I have ever seen.Seeing it on the Big Screen was an intense experience and I hesitate recommending it to anyone who may become ill from intense action sequences.If you are not one of these people and have not yet seen this movie, then I pity you for not having seen it... YET! P.S. If you have never heard of Christopher Nolan, please, for the love of god, search his name on this website and watch his other movies, he has actually made more great films in addition to the one Heath Ledger died shortly after making. ;)P.S.S To those who say Inception is not an original idea, DUH. Saying Inception is a remake of Paprika is preposterous. Do you really think that 2006 was the first time anyone had an idea like this??? Its called execution.",Positive
695,695,"From the very starting of Inception one will be engrossed by the sheer intensity of the film. The beauty lies in the aspect that it deals with such a common psychological state but still creates an awe. Another aspect of Inception is that it binds the viewer with the journey.Inception is a movie where we see the magnitude of a director. Christopher Nolan can handle psychology better than any contemporary director, but the way he handles the architecture of mind and the juxtaposition of scenes is somewhat,mind boggling. Leonardo DiCaprio gives one of his most nuanced performances till date. The rest of the cast is brilliant. Comic moments created by Tom Hardy is refreshing.Inception is not a movie it is an experience...watch it to just experience it. After that watch it for a second time to bow to the genius of Christopher Nolan",Positive
696,696,I think this kind of movie comes once in a century.,Positive
697,697,"For my 100th review on IMDb I knew I had to make is special, there have always been a few films that I said I would never review on the site and Inception is one of them mainly because it's my favourite movie of all time so it's hard for me to truly get across just how much this film has inspired me. I am however going to give it a try, for one Christopher Nolan gives some of the best direction ever given to a film because it's dine in such an ambitious way, he's always trying something new to really sell us to this world of the dream that all look absolutely stunning, they feel genuine as they would come across as in this situation, I don't care if I'm kicking a dead horse but Nolan deserved an academy award for his masterful directing of this film. This film completely respects the intelligence of its audience, Nolan doesn't try to sugarcoat any of the tough to understand dialogue but gives full complicated speeches on this complex process, I can tell you that I had a very hard time understanding this film when I first saw it but that didn't make me feel less intelligent it measly made me want to go back and watch it again and again. The performances in this film are all perfect, none of the actors or actresses try to overact but give subtle performances that feel real and less movie like. Leonardo DiCaprio is so fantastic in this movie he's so perfect at selling his characters pain, his character is also impeccably written, he's given a clear reason for why he is trying to perform this last job and it gives the audience a better reason to get behind him as a person. I loved Ellen Page in this film she had amazing chemistry with DiCaprio and was out conduit into this world. Tom Hardy could not have been better cast in this film he was hilarious and stopped this film from having all similar characters. The way this film is structured is done to perfection, its built like a heist film so in the first half we get an ingenious look into this technology and its workings and in the second half we get a mind blowing sequence that has incredible action scenes, impeccable set design and we get a true conclusion to DiCaprios character. Everything in this second half is built up perfectly and has your heart beating and your 100% invested in the characters. This is mainly due to the script that ensures that this isn't just an action film with a good premise and some cool explosions but instead a thought provoking piece of film making. The ending of Inception is one of the most effective ever put to film, it gives e dry viewer a different perspective and allows them to always explore it in a different way with every repeat viewing. Inception is beyond masterful, it's a thought provoking, incredibly entertaining, emotional investing piece of cinematic brilliance, I can not begin to tell you just how much Inception has gone on too inspire me to explore film it self. This will forever be my favourite film and will always hold a special place in my heart. 100%/A+",Positive
